name,city,city_id,locality,cuisines,average_cost_for_two,currency,price_range_Rs,rating_text,votes,delivery,aggregate_rating
Burger Point,Agra,34,Sikandra,"Fast Food, Beverages",100,Rs.,1000,Good,43,No,3.7
Crazy Burger,Agra,34,Sikandra,Burger,100,Rs.,1000,Good,33,No,3.7
Agarwal Lassi,Agra,34,Civil Lines,Street Food,100,Rs.,1000,Good,19,No,3.6
Jai Jhulelal Patties Corner,Agra,34,Shahganj,Fast Food,100,Rs.,1000,Good,37,No,3.6
Bansal Sweets,Agra,34,Shahganj,"Mithai, Street Food",100,Rs.,1000,Average,35,No,2.8
Chai Ka Adda,Agra,34,Sikandra,Tea,100,Rs.,1000,Good,35,0,3.6
Fresh Snacks Cafe,Agra,34,Agra Cantt,Street Food,100,Rs.,1000,Average,10,No,3.3
Laxman Momo's Corner,Agra,34,Tajganj,Momos,100,Rs.,1000,Good,35,0,3.5
Laxman Momo's Corner,Agra,34,Agra Cantt,"Momos, Street Food",100,Rs.,1000,Good,27,0,3.8
Cream Bell Shoppe,Agra,34,Agra Cantt,"Fast Food, Bakery, Ice Cream, Desserts",100,Rs.,1000,Good,20,Yes,3.6
Sanjay Food Corner,Agra,34,Sikandra,North Indian,100,Rs.,1000,Good,16,Yes,3.5
Punjabi Tadka,Agra,34,Sikandra,"Fast Food, North Indian",100,Rs.,1000,Average,12,Yes,3.3
Agra Puri Bhandar,Agra,34,Tajganj,"North Indian, Mithai",100,Rs.,1000,Average,8,Yes,3.1
Ghatu Shyam Ji Sweets,Agra,34,Civil Lines,Mithai,100,Rs.,1000,Average,8,Yes,3.3
Riya dairy & fast food,Agra,34,Dayal Bagh,Fast Food,100,Rs.,1000,Average,18,No,3.4
Sagar Chowmein,Agra,34,Kamla Nagar,Chinese,100,Rs.,1000,Average,14,No,3.4
Tiwari Bombay Style Bhel and Panipuri,Agra,34,Agra Cantt,Street Food,100,Rs.,1000,Average,18,No,3.4
Brownee,Agra,34,Kamla Nagar,Fast Food,100,Rs.,1000,Average,25,Yes,3.3
Yash Paties And Juice Corner,Agra,34,Shahganj,"Street Food, Juices",100,Rs.,1000,Average,10,No,2.7
Praveen Fast Food Centre,Agra,34,Khandari,Fast Food,100,Rs.,1000,Good,26,Yes,3.6
New Chetna Store Patties Hub,Agra,34,Civil Lines,Fast Food,100,Rs.,1000,Average,18,No,3.4
Vrindavan Pan Bhandar,Agra,34,Kamla Nagar,Paan,100,Rs.,1000,Good,21,No,3.5
Mom N Mirchi,Agra,34,Kamla Nagar,North Indian,100,Rs.,1000,NaN,1,No,NaN
Daily Fresh South Indian,Agra,34,Civil Lines,South Indian,100,Rs.,1000,Average,4,No,3.2
Heaven's Cakes & Bakes,Agra,34,Kamla Nagar,Fast Food,100,Rs.,1000,Average,7,No,3.2
Khan Baba Fruits And Juice Corner,Agra,34,Sikandra,Juices,100,Rs.,1000,Average,6,No,3.2
Jalsa Ice Cream And Faluda,Agra,34,Sikandra,Beverages,100,Rs.,1000,Average,9,No,3.4
Shri Balaji Juice Bhandar,Agra,34,Civil Lines,Beverages,100,Rs.,1000,Average,8,No,3.1
UV Cake House,Agra,34,Sikandra,Fast Food,100,Rs.,1000,NaN,3,No,NaN
Tiwari Bombay Food Court,Agra,34,Sikandra,Street Food,100,Rs.,1000,Average,8,No,3.3
Cake Room,Agra,34,Tajganj,Bakery,100,Rs.,1000,Average,7,No,3
Shake Valley,Agra,34,Sikandra,Beverages,100,Rs.,1000,Average,5,No,3.1
Ram Cafe & Bakers,Agra,34,Sikandra,"Fast Food, Desserts",100,Rs.,1000,Average,4,No,3.4
Imran Hot Roll Centre,Agra,34,Shahganj,Rolls,100,Rs.,1000,Average,10,Yes,3.3
Quality Cool Cafe And Cold Drink,Agra,34,Trans Yamuna,"Fast Food, Street Food",100,Rs.,1000,Average,5,No,2.8
Honey Confectionery,Agra,34,Shahganj,Street Food,100,Rs.,1000,NaN,2,No,NaN
Suraj Halwai,Agra,34,Agra Cantt,Mithai,100,Rs.,1000,NaN,3,No,NaN
Kulfi Heeralal -Tundla Wale,Agra,34,Kamla Nagar,Desserts,100,Rs.,1000,Average,9,Yes,3.2
Dayaram Sweets & Namkeen,Agra,34,Mantola,"Mithai, Street Food",100,Rs.,1000,NaN,3,No,NaN
Hanno Lala Rabri Wale,Agra,34,Mantola,Mithai,100,Rs.,1000,Average,10,Yes,2.9
Soup Centre,Agra,34,Agra Cantt,"Beverages, Fast Food",100,Rs.,1000,NaN,2,No,NaN
Goswami  Sweets,Agra,34,Agra Cantt,Mithai,100,Rs.,1000,NaN,3,Yes,NaN
Pracheen Petha,Agra,34,Mantola,"Desserts, Mithai",100,Rs.,1000,Average,4,No,3.1
Prasadam,Agra,34,Khandari,North Indian,100,Rs.,1000,Average,6,Yes,3.2
Shri Giraj Chaat Bhandaar,Agra,34,Agra Cantt,Street Food,100,Rs.,1000,NaN,2,No,NaN
RS Crazy Bites,Agra,34,Civil Lines,"Sandwich, Burger",100,Rs.,1000,Average,6,No,3.1
Cottage Cafe,Agra,34,Civil Lines,Fast Food,100,Rs.,1000,Average,4,Yes,3.1
Food.com,Agra,34,Shahganj,Fast Food,100,Rs.,1000,NaN,1,No,NaN
New Vrindavan Pan Bhandar,Agra,34,Kamla Nagar,Paan,100,Rs.,1000,Average,5,No,3.1
BUDDIE'S CAFE,Agra,34,Kamla Nagar,Cafe,100,Rs.,1000,Average,5,No,3.2
Brijwasi Chat Bandar,Agra,34,Sikandra,Street Food,100,Rs.,1000,NaN,3,0,NaN
Raj dairy,Agra,34,Shahganj,"Fast Food, Bakery",100,Rs.,1000,NaN,2,Yes,NaN
Chai Dose,Agra,34,Dayal Bagh,Tea,100,Rs.,1000,Average,5,Yes,3.1
Sri Dauji Mishthan Bhandar,Agra,34,Mantola,Mithai,100,Rs.,1000,Average,6,Yes,3
Chinese Food Plaza,Agra,34,Shahganj,"Chinese, Fast Food",100,Rs.,1000,NaN,1,Yes,NaN
Radha Swami Chinese Fast Food,Agra,34,Tajganj,"North Indian, Chinese, Street Food",100,Rs.,1000,NaN,3,Yes,NaN
Ram Shyam Pan Bhandar,Agra,34,Kamla Nagar,Paan,100,Rs.,1000,NaN,2,No,NaN
Chotu Puri Wale,Agra,34,Tajganj,"North Indian, Beverages",100,Rs.,1000,Average,5,Yes,3
Jai Pepsi Cafe,Agra,34,Dayal Bagh,Street Food,100,Rs.,1000,NaN,3,Yes,NaN
Grilled And Chilled Cafe,Agra,34,Sikandra,Fast Food,100,Rs.,1000,Average,5,Yes,2.9
Delhi Gate Chai Purani,Agra,34,Civil Lines,"Tea, Fast Food",100,Rs.,1000,NaN,1,Yes,NaN
Amratsari Naan,Agra,34,Sikandra,North Indian,100,Rs.,1000,Average,4,Yes,3
Sai Juice Bhandar,Agra,34,Civil Lines,Juices,100,Rs.,1000,NaN,3,Yes,NaN
Family Foods,Agra,34,Shahganj,Fast Food,100,Rs.,1000,NaN,3,No,NaN
Gupta Ji Restaurant,Agra,34,Tajganj,North Indian,100,Rs.,1000,NaN,2,Yes,NaN
Gopal Juice Corner,Agra,34,Sikandra,Juices,100,Rs.,1000,NaN,2,No,NaN
Op Bhai Egg And Chowmein,Agra,34,Sikandra,Fast Food,100,Rs.,1000,NaN,2,No,NaN
Food.com,Agra,34,Shahganj,North Indian,100,Rs.,1000,NaN,1,Yes,NaN
N K Family Restaurant,Agra,34,Tajganj,Street Food,100,Rs.,1000,NaN,1,Yes,NaN
Bharat Petha Bhandar,Agra,34,Mantola,Mithai,100,Rs.,1000,NaN,2,No,NaN
Vijay Chaat Bhandar,Agra,34,Shahganj,Street Food,100,Rs.,1000,NaN,1,Yes,NaN
Shake Corner,Agra,34,Tajganj,Beverages,100,Rs.,1000,NaN,2,Yes,NaN
Raju Pan Bhandar,Agra,34,Mantola,Paan,100,Rs.,1000,NaN,1,No,NaN
Balaji Juice,Agra,34,Shahganj,Juices,100,Rs.,1000,NaN,3,Yes,NaN
Ram Bhai Panchi Petha Store,Agra,34,Shahganj,Mithai,100,Rs.,1000,NaN,1,Yes,NaN
Ganga Khandvi Dhokla House,Agra,34,Kamla Nagar,Fast Food,100,Rs.,1000,NaN,3,Yes,NaN
Canergy,Agra,34,Civil Lines,Beverages,100,Rs.,1000,NaN,1,No,NaN
Krishna Bakers And Confectioners,Agra,34,Trans Yamuna,Fast Food,100,Rs.,1000,NaN,2,Yes,NaN
Soup Centre,Agra,34,Kamla Nagar,"Beverages, Fast Food",100,Rs.,1000,NaN,2,Yes,NaN
chai ki tapri,Agra,34,Sikandra,Cafe,100,Rs.,1000,NaN,1,Yes,NaN
Jain Shakes,Agra,34,Sikandra,Beverages,100,Rs.,1000,NaN,0,No,NaN
Balaji Chaat Bhandar,Agra,34,Sikandra,Street Food,100,Rs.,1000,NaN,1,Yes,NaN
The Salt Cafe Kitchen & Bar,Agra,34,Tajganj,"North Indian, Continental, Italian",1000,Rs.,3000,Excellent,470,Yes,4.9
Sheroes Hangout,Agra,34,Tajganj,"Cafe, North Indian, Chinese",200,Rs.,1000,Excellent,262,No,4.8
Tea'se Me - Rooftop Tea Boutique,Agra,34,Tajganj,"Chinese, Italian, Continental, North Indian",1000,Rs.,3000,Excellent,711,Yes,4.7
D'Delicia,Agra,34,Tajganj,"North Indian, Chinese, Mexican, Italian",1600,Rs.,4000,Excellent,252,No,4.7
Pinch Of Spice,Agra,34,Civil Lines,"North Indian, Chinese, Mughlai",1600,Rs.,4000,Excellent,915,No,4.6
Pinch Of Spice,Agra,34,Tajganj,"North Indian, Chinese, Continental",1600,Rs.,4000,Excellent,965,No,4.6
Cafe Turquoise Cottage,Agra,34,Tajganj,"North Indian, Chinese, Continental, Italian, Pizza",1600,Rs.,4000,Excellent,344,Yes,4.6
Turko Mughal - Ramada Plaza,Agra,34,"Ramada Plaza, Tajganj","North Indian, Mughlai",2500,Rs.,4000,Excellent,40,Yes,4.6
Kiskey Whiskey,Agra,34,Civil Lines,"North Indian, Continental, Chinese",700,Rs.,2000,Excellent,406,Yes,4.5
MoMo Cafe,Agra,34,"Courtyard by Marriott Agra, Tajganj","Italian, North Indian, Fast Food, Continental, Beverages, Asian",2000,Rs.,4000,Excellent,182,Yes,4.5
Bikanervala,Agra,34,Khandari,"North Indian, South Indian, Mithai, Street Food, Desserts",700,Rs.,2000,Very Good,814,No,4.4
Mama Chicken Mama Franky House,Agra,34,Agra Cantt,"North Indian, Mughlai, Rolls, Chinese, Fast Food, Street Food",600,Rs.,2000,Very Good,1203,Yes,4.4
Sugar N Thyme,Agra,34,Tajganj,"Cafe, Chinese, Continental, Italian, Bakery, Desserts",1000,Rs.,3000,Very Good,289,No,4.4
Hichkee,Agra,34,Civil Lines,"Continental, North Indian, Chinese",1200,Rs.,3000,Very Good,683,No,4.4
Bikanervala,Agra,34,Tajganj,"North Indian, South Indian, Mithai, Street Food, Desserts",700,Rs.,2000,Very Good,523,No,4.4
The Greener Side,Agra,34,Civil Lines,"Fast Food, Wraps, Desserts, Beverages",300,Rs.,1000,Very Good,490,No,4.4
Mocha,Agra,34,Tajganj,"Cafe, Italian, Chinese, Continental, North Indian",1500,Rs.,4000,Very Good,463,Yes,4.4
Peshawri - ITC Mughal,Agra,34,"ITC Mughal, Tajganj","North Indian, Mughlai",6000,Rs.,4000,Very Good,353,Yes,4.4
Bellevue - The Oberoi Amarvilas,Agra,34,"The Oberoi Amarvilas, Tajganj","North Indian, Chinese, Continental",6500,Rs.,4000,Very Good,153,Yes,4.4
Annjal Restaurant,Agra,34,Civil Lines,"North Indian, Rajasthani",400,Rs.,2000,Very Good,91,No,4.4
Gopaldas Pethe Wale,Agra,34,Civil Lines,"Mithai, Street Food",400,Rs.,2000,Very Good,75,No,4.4
Bhagat Halwai,Agra,34,Civil Lines,"Desserts, Bakery, Fast Food, South Indian",300,Rs.,1000,Very Good,693,No,4.3
Mc Donald's,Agra,34,Civil Lines,"Burger, Fast Food",500,Rs.,2000,Very Good,837,Yes,4.3
Chokho Jeeman Marwari Jain Bhojanalya,Agra,34,Civil Lines,Rajasthani,400,Rs.,2000,Very Good,514,No,4.3
Urban Deck,Agra,34,Civil Lines,"Mexican, Italian, North Indian",1600,Rs.,4000,Very Good,672,No,4.3
MKOP,Agra,34,Civil Lines,"Bakery, Fast Food",200,Rs.,1000,Very Good,253,No,4.3
Deviram Sweets and Restaurant,Agra,34,Rakabganj,"North Indian, Fast Food, Desserts, Mithai",650,Rs.,2000,Very Good,198,No,4.3
Shree Bankey Bihari Misthan Bhandar,Agra,34,Sikandra,"Mithai, Street Food, South Indian, Chinese",300,Rs.,1000,Very Good,159,No,4.3
Taj Bano - ITC Mughal,Agra,34,"ITC Mughal, Tajganj","Mughlai, North Indian",2500,Rs.,4000,Very Good,96,Yes,4.3
Culinary Junction By Udupi,Agra,34,Tajganj,"North Indian, South Indian, European, Chinese, Italian",800,Rs.,3000,Very Good,36,No,4.3
Chainess,Agra,34,Civil Lines,"Tea, Fast Food",200,Rs.,1000,Very Good,127,No,4.3
The Chocolate Room,Agra,34,Tajganj,"Desserts, Mexican, Italian, Fast Food",400,Rs.,2000,Very Good,133,No,4.3
Kushwah Lassi Corner,Agra,34,Shahganj,Beverages,100,Rs.,1000,Very Good,119,No,4.3
Panchi Petha Store,Agra,34,Agra Cantt,Desserts,300,Rs.,1000,Very Good,115,Yes,4.3
Oasis - Four Points By Sheraton,Agra,34,"Four Points by Sheraton Agra, Tajganj","North Indian, Chinese, Continental",3000,Rs.,4000,Very Good,46,Yes,4.3
Shree Bankey Bihari Misthan Bhandar,Agra,34,Kamla Nagar,"Mithai, Street Food, South Indian, Chinese",300,Rs.,1000,Very Good,16,No,4.3
Shree Bankey Bihari Misthan Bhandar,Agra,34,Trans Yamuna,"Mithai, Street Food, South Indian, Chinese",300,Rs.,1000,Very Good,5,Yes,4.3
Bhagat Halwai,Agra,34,Shahganj,"Fast Food, Mithai",300,Rs.,1000,Very Good,801,Yes,4.2
Honeydew Restaurant,Agra,34,Dayal Bagh,"North Indian, Fast Food, Chinese, South Indian",500,Rs.,2000,Very Good,647,No,4.2
Jain Bhojnalaya,Agra,34,Sikandra,North Indian,200,Rs.,1000,Very Good,237,No,4.2
Amritsari Kulcha Junction,Agra,34,Civil Lines,North Indian,600,Rs.,2000,Very Good,381,No,4.2
The Momo Corner,Agra,34,Kamla Nagar,"Chinese, Momos, Wraps, Burger",200,Rs.,1000,Very Good,213,No,4.2
Jain Restaurant,Agra,34,Shahganj,"North Indian, South Indian",500,Rs.,2000,Very Good,341,No,4.2
Pind Balluchi,Agra,34,Tajganj,"North Indian, Mughlai",1000,Rs.,3000,Very Good,508,No,4.2
CHHAT - Over The Top,Agra,34,Tajganj,"North Indian, Chinese, Lebanese, Continental, Mediterranean, Mexican",800,Rs.,3000,Very Good,79,Yes,4.2
Chapter 1 Cafe,Agra,34,Tajganj,"Cafe, Italian, Mexican, North Indian, Continental",1000,Rs.,3000,Very Good,280,No,4.2
The Big Bun,Agra,34,Civil Lines,"Burger, Sandwich, Fast Food, Pizza, Rolls, Bakery",250,Rs.,1000,Very Good,225,No,4.2
Q'sinn,Agra,34,Civil Lines,North Indian,900,Rs.,3000,Very Good,138,No,4.2
Udupi Brindavan,Agra,34,Khandari,"South Indian, North Indian, Chinese",600,Rs.,2000,Very Good,223,No,4.2
Agra Chat House,Agra,34,Agra Cantt,Street Food,150,Rs.,1000,Very Good,177,No,4.2
Bon Barbecue,Agra,34,Tajganj,"North Indian, Chinese, Continental",1500,Rs.,4000,Very Good,185,Yes,4.2
Goli Vada Pav No. 1,Agra,34,Sikandra,"Street Food, Beverages",150,Rs.,1000,Very Good,194,No,4.2
Roofmates,Agra,34,Sikandra,"North Indian, Chinese",1000,Rs.,3000,Very Good,125,No,4.2
Pushpak Misthan Bhandar and Sweet,Agra,34,Mantola,"Mithai, Fast Food",200,Rs.,1000,Very Good,89,No,4.2
The Mughal Room - Hotel Clarks Shiraz,Agra,34,"Hotel Clarks Shiraz, Agra Cantt","North Indian, Mughlai",2500,Rs.,4000,Very Good,154,Yes,4.2
Dawat-e-Nawab - Radisson Blu,Agra,34,"Radisson Blu, Tajganj","North Indian, Mughlai",3600,Rs.,4000,Very Good,114,Yes,4.2
Shree Bankey Bihari Misthan Bhandar,Agra,34,Kamla Nagar,"Mithai, Street Food, South Indian, Chinese",300,Rs.,1000,Very Good,94,No,4.2
Paatra - Jaypee Palace Hotel,Agra,34,"Jaypee Palace Hotel, Tajganj","North Indian, Mughlai",3000,Rs.,4000,Very Good,140,Yes,4.2
The Grand Gopika Thaal By GMB,Agra,34,Tajganj,"North Indian, Rajasthani, Gujarati",800,Rs.,3000,Very Good,49,Yes,4.2
Pizza Hut,Agra,34,Tajganj,"Pizza, Fast Food, Italian",700,Rs.,2000,Very Good,626,Yes,4.1
Yadav Dhaba Purana,Agra,34,Civil Lines,North Indian,300,Rs.,1000,Very Good,361,No,4.1
Aahar,Agra,34,Civil Lines,"North Indian, South Indian, Chinese, Bakery, Continental",700,Rs.,2000,Very Good,474,No,4.1
GMB - Gopika Sweets & Restaurant,Agra,34,Tajganj,"Desserts, North Indian, South Indian, Chinese, Fast Food, Street Food",400,Rs.,2000,Very Good,362,Yes,4.1
Papa Ji Da Dhaba,Agra,34,Civil Lines,North Indian,250,Rs.,1000,Very Good,402,No,4.1
Subway,Agra,34,Khandari,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Very Good,322,No,4.1
Bhadawar Hotel,Agra,34,Mantola,North Indian,200,Rs.,1000,Very Good,237,No,4.1
Achman,Agra,34,Civil Lines,"North Indian, South Indian",700,Rs.,2000,Very Good,279,No,4.1
Campus Bakers,Agra,34,Sikandra,"Fast Food, Bakery",300,Rs.,1000,Very Good,197,No,4.1
Anant Restaurant,Agra,34,Kamla Nagar,South Indian,350,Rs.,2000,Very Good,274,No,4.1
Om Sai Ram Bhojhnalaya,Agra,34,Sikandra,North Indian,250,Rs.,1000,Very Good,162,No,4.1
Fruck,Agra,34,Khandari,Street Food,400,Rs.,2000,Very Good,160,No,4.1
Bercos,Agra,34,Civil Lines,"Chinese, Thai",800,Rs.,3000,Very Good,213,No,4.1
Indian Chicken Express,Agra,34,Shahganj,"Mughlai, North Indian",700,Rs.,2000,Very Good,160,No,4.1
Grey House Cafe,Agra,34,Tajganj,Cafe,1500,Rs.,4000,Very Good,208,Yes,4.1
Dasaprakash Restaurant,Agra,34,Rakabganj,"South Indian, Desserts",550,Rs.,2000,Very Good,225,No,4.1
Gurgaonwala,Agra,34,Shahganj,Fast Food,300,Rs.,1000,Very Good,254,Yes,4.1
Atlantic Foods,Agra,34,Civil Lines,"Bakery, Desserts, Sandwich, Burger, Pizza, Fast Food",400,Rs.,2000,Very Good,166,No,4.1
Jux Pux,Agra,34,Agra Cantt,"Beverages, Juices, Fast Food",300,Rs.,1000,Very Good,159,Yes,4.1
GMB Sweets,Agra,34,Agra Cantt,"Desserts, Fast Food, Street Food, Mithai",500,Rs.,2000,Very Good,130,No,4.1
Aromatic Nosh,Agra,34,Kamla Nagar,Fast Food,700,Rs.,2000,Very Good,113,No,4.1
Deviram Sweets,Agra,34,Civil Lines,"Street Food, Fast Food, Mithai, South Indian",300,Rs.,1000,Very Good,141,No,4.1
Ravi Patties Corner,Agra,34,Dayal Bagh,"Fast Food, Desserts",100,Rs.,1000,Very Good,120,No,4.1
Subway,Agra,34,Tajganj,"Fast Food, Healthy Food, Sandwich, Salad",500,Rs.,2000,Very Good,114,Yes,4.1
Filmy Zayka - Hotel Alleviate,Agra,34,Civil Lines,"Chinese, North Indian",700,Rs.,2000,Very Good,90,No,4.1
Sizzling Salt,Agra,34,Khandari,North Indian,800,Rs.,3000,Very Good,144,Yes,4.1
Birjbhog Mishthan Bhandar,Agra,34,Civil Lines,"Mithai, Street Food",250,Rs.,1000,Very Good,134,Yes,4.1
Barbeque Nation,Agra,34,Civil Lines,"North Indian, Chinese, Mediterranean",1600,Rs.,4000,Very Good,59,Yes,4.1
Cake D'or,Agra,34,Civil Lines,"Bakery, Desserts",1600,Rs.,4000,Very Good,67,No,4.1
Palato - All Day Dining - Radisson Blu,Agra,34,"Radisson Blu, Tajganj","Asian, European, North Indian, Mediterranean",3000,Rs.,4000,Very Good,37,Yes,4.1
Lattice - Crystal Sarovar Premiere,Agra,34,"Crystal Sarovar Premier, Tajganj","North Indian, Continental, Chinese, Cafe",1000,Rs.,3000,Very Good,62,Yes,4.1
C'est Chine - Jaypee Palace Hotel,Agra,34,"Jaypee Palace Hotel, Tajganj",Chinese,2500,Rs.,4000,Very Good,90,Yes,4.1
Esphahan - The Oberoi Amarvilas,Agra,34,"The Oberoi Amarvilas, Tajganj",North Indian,6000,Rs.,4000,Very Good,36,Yes,4.1
Bhadawar Hotel,Agra,34,Sikandra,North Indian,200,Rs.,1000,Very Good,5,No,4.1
Domino's Pizza,Agra,34,Civil Lines,"Pizza, Fast Food",400,Rs.,2000,Very Good,707,Yes,4
Deviram Food Circle,Agra,34,Lohamandi,"Mithai, Fast Food, Street Food, North Indian",200,Rs.,1000,Very Good,266,No,4
Guru Kripa Yadav Dhaba,Agra,34,Civil Lines,North Indian,150,Rs.,1000,Very Good,167,No,4
Chimmanlal Puri Wale,Agra,34,Mantola,"North Indian, Street Food, Mithai",150,Rs.,1000,Very Good,274,No,4
KFC,Agra,34,Tajganj,"Burger, Fast Food",450,Rs.,2000,Very Good,286,Yes,4
Sardar Ji Da Dhaba,Agra,34,Agra Cantt,North Indian,400,Rs.,2000,Very Good,225,No,4
Rohit Cakes And Bakes,Agra,34,Kamla Nagar,Bakery,350,Rs.,2000,Very Good,376,0,4
Priya Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Mughlai",1000,Rs.,3000,Poor,25,Yes,2.2
Eating Meeting Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Continental",600,Rs.,2000,Poor,27,Yes,2.3
Agra Darbar,Agra,34,Rakabganj,North Indian,750,Rs.,3000,Poor,20,No,2.3
Quality Restaurant,Agra,34,Tajganj,"North Indian, Chinese",800,Rs.,3000,Poor,19,Yes,2.3
Delhi Darbar Restaurant,Agra,34,Rakabganj,"North Indian, Chinese",800,Rs.,3000,Poor,46,No,2.4
Espresso Coffee,Agra,34,Tajganj,Cafe,650,Rs.,2000,Poor,27,Yes,2.4
Chaska Restaurant,Agra,34,Kamla Nagar,"North Indian, Chinese, South Indian",800,Rs.,3000,Average,146,No,2.5
Spice Treat Dhaba,Agra,34,Tajganj,"North Indian, Chinese",350,Rs.,2000,Average,26,Yes,2.5
Indian By Nature,Agra,34,Civil Lines,North Indian,1200,Rs.,3000,Average,54,No,2.6
Punjabi Junction,Agra,34,Sikandra,"North Indian, Chinese",600,Rs.,2000,Average,22,No,2.6
Only Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Continental, Mughlai",900,Rs.,3000,Average,20,Yes,2.6
Shubham Restaurant,Agra,34,Arjun Nagar,"North Indian, Chinese, South Indian, Fast Food",500,Rs.,2000,Average,32,0,2.6
Raj Darbar Restaurant,Agra,34,Rakabganj,North Indian,750,Rs.,3000,Average,13,No,2.6
Qaisar Bagh Restaurant,Agra,34,Tajganj,"North Indian, Mughlai, Chinese, Continental",800,Rs.,3000,Average,14,Yes,2.6
Saket Restaurant,Agra,34,Khandari,"North Indian, Chinese, South Indian",750,Rs.,3000,Average,49,No,2.7
Green Veg Thali,Agra,34,Tajganj,North Indian,300,Rs.,1000,Average,46,No,2.7
Crush Cafe,Agra,34,Agra Cantt,"Chinese, Desserts, Fast Food, Sandwich",400,Rs.,2000,Average,27,0,2.7
Joney's Place,Agra,34,Tajganj,"Japanese, Korean, North Indian",450,Rs.,2000,Average,18,Yes,2.7
Bulaki Non Veg Point,Agra,34,Khandari,North Indian,500,Rs.,2000,Average,32,Yes,2.7
Yash Paties And Juice Corner,Agra,34,Shahganj,"Street Food, Juices",100,Rs.,1000,Average,10,No,2.7
Shanti Food Court,Agra,34,Sikandra,"North Indian, South Indian, Continental, Fast Food",400,Rs.,2000,Average,15,No,2.7
King of Spice,Agra,34,Tajganj,"North Indian, Chinese",700,Rs.,2000,Average,14,No,2.7
Green Leaf Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Continental",600,Rs.,2000,Average,9,Yes,2.7
Hazi Ji Restaurant,Agra,34,Mantola,Mughlai,600,Rs.,2000,Average,14,Yes,2.7
Rajmahal Restaurant,Agra,34,Tajganj,"North Indian, Chinese",1000,Rs.,3000,Average,9,Yes,2.7
Shri Vinayak Restaurant & Fast Food,Agra,34,Tajganj,"North Indian, Fast Food",200,Rs.,1000,Average,18,Yes,2.7
Apollo Restaurant,Agra,34,Tajganj,"North Indian, South Indian, Chinese",300,Rs.,1000,Average,10,Yes,2.7
The Coffee Shop - Hotel Clarks Shiraz,Agra,34,"Hotel Clarks Shiraz, Agra Cantt",Cafe,800,Rs.,3000,Average,8,Yes,2.7
Bercos,Agra,34,"Hotel Howard Plaza, Tajganj","Chinese, Thai",800,Rs.,3000,Average,9,Yes,2.7
New Riao Restaurant,Agra,34,Agra Cantt,"North Indian, Chinese, Mughlai, Continental",1000,Rs.,3000,Average,5,No,2.7
Bansal Sweets,Agra,34,Shahganj,"Mithai, Street Food",100,Rs.,1000,Average,35,No,2.8
Bridge - Bhawna Clarks Inn,Agra,34,Sikandra,"North Indian, Chinese, Continental",1500,Rs.,4000,Average,23,Yes,2.8
Giani,Agra,34,Civil Lines,"Beverages, Desserts, Ice Cream",300,Rs.,1000,Average,24,No,2.8
Chhabra Bakers and Confectioners,Agra,34,Shahganj,"Bakery, Fast Food",200,Rs.,1000,Average,23,Yes,2.8
Maya Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Continental",900,Rs.,3000,Average,18,Yes,2.8
Laziz Family Restaurant,Agra,34,Mantola,North Indian,500,Rs.,2000,Average,15,Yes,2.8
New Chinese King,Agra,34,Sikandra,"Chinese, Momos",300,Rs.,1000,Average,22,Yes,2.8
Maharaja Restaurant,Agra,34,Tajganj,"North Indian, Chinese, Continental",800,Rs.,3000,Average,15,Yes,2.8
Tareef Restaurant,Agra,34,Mantola,North Indian,500,Rs.,2000,Average,10,Yes,2.8
Chatori Gali,Agra,34,Kamla Nagar,"Chinese, North Indian, South Indian",300,Rs.,1000,Average,21,Yes,2.8
Biryani Point,Agra,34,Shahganj,Biryani,150,Rs.,1000,Average,9,Yes,2.8
Seth Ji Hotel,Agra,34,Agra Cantt,North Indian,250,Rs.,1000,Average,10,Yes,2.8
Agarwal Palace Restaurant,Agra,34,Agra Cantt,North Indian,400,Rs.,2000,Average,10,Yes,2.8
Agra Food Court,Agra,34,Arjun Nagar,North Indian,200,Rs.,1000,Average,12,No,2.8
S.R Restaurant & Fast food,Agra,34,Tajganj,"North Indian, Fast Food",500,Rs.,2000,Average,8,Yes,2.8
Quality Cool Cafe And Cold Drink,Agra,34,Trans Yamuna,"Fast Food, Street Food",100,Rs.,1000,Average,5,No,2.8
Novelty Restaurant,Agra,34,Rakabganj,"North Indian, Mughlai",1000,Rs.,3000,Average,5,Yes,2.8
Toto's The Sky Resto & Lounge,Agra,34,Sikandra,"North Indian, Bar Food",700,Rs.,2000,Average,6,Yes,2.8
Chick Chick Corner,Agra,34,Kamla Nagar,Mughlai,500,Rs.,2000,Average,8,Yes,2.8
The Neelma Joint,Agra,34,Agra Cantt,Fast Food,200,Rs.,1000,Average,5,Yes,2.8
Jeetu Dhaba,Agra,34,Kamla Nagar,North Indian,300,Rs.,1000,Average,133,No,2.9
Shivam Restaurant,Agra,34,Agra Cantt,"Fast Food, Desserts",200,Rs.,1000,Average,47,No,2.9
Punjabi Hut,Agra,34,Shahganj,"Indian, North Indian",400,Rs.,2000,Average,47,No,2.9
